Fri Aug 18 21:16:37 IST 2017,bharti_wifi,10.194.12.0/24,6
Fri Aug 18 21:47:15 IST 2017,bharti_wifi,10.194.12.0/24,7
Fri Aug 18 22:18:08 IST 2017,bharti_wifi,10.194.12.0/24,10
Fri Aug 18 22:48:51 IST 2017,bharti_wifi,10.194.12.0/24,8
Fri Aug 18 23:19:26 IST 2017,bharti_wifi,10.194.12.0/24,8
Fri Aug 18 23:49:59 IST 2017,bharti_wifi,10.194.12.0/24,8
Sat Aug 19 00:20:55 IST 2017,bharti_wifi,10.194.12.0/24,3
Sat Aug 19 00:51:41 IST 2017,bharti_wifi,10.194.12.0/24,4
Sat Aug 19 01:22:16 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 01:52:57 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 02:25:27 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 03:00:38 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 03:32:47 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 04:04:00 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 04:36:19 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 05:07:40 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 05:39:06 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 06:11:14 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 06:42:08 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 07:14:07 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 07:46:09 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 08:18:22 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 08:50:35 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 09:22:05 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 09:52:46 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 10:23:35 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 10:55:37 IST 2017,bharti_wifi,10.194.12.0/24,0
Sat Aug 19 11:26:30 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 11:57:12 IST 2017,bharti_wifi,10.194.12.0/24,5
Sat Aug 19 12:29:12 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 12:59:48 IST 2017,bharti_wifi,10.194.12.0/24,4
Sat Aug 19 13:30:15 IST 2017,bharti_wifi,10.194.12.0/24,6
Sat Aug 19 14:00:42 IST 2017,bharti_wifi,10.194.12.0/24,6
Sat Aug 19 14:31:17 IST 2017,bharti_wifi,10.194.12.0/24,4
Sat Aug 19 15:01:50 IST 2017,bharti_wifi,10.194.12.0/24,7
Sat Aug 19 15:32:16 IST 2017,bharti_wifi,10.194.12.0/24,11
Sat Aug 19 16:02:56 IST 2017,bharti_wifi,10.194.12.0/24,13
Sat Aug 19 16:33:30 IST 2017,bharti_wifi,10.194.12.0/24,11
Sat Aug 19 17:03:59 IST 2017,bharti_wifi,10.194.12.0/24,11
Sat Aug 19 17:34:53 IST 2017,bharti_wifi,10.194.12.0/24,12
Sat Aug 19 18:05:29 IST 2017,bharti_wifi,10.194.12.0/24,7
Sat Aug 19 18:36:16 IST 2017,bharti_wifi,10.194.12.0/24,7
Sat Aug 19 19:06:40 IST 2017,bharti_wifi,10.194.12.0/24,5
Sat Aug 19 19:37:16 IST 2017,bharti_wifi,10.194.12.0/24,8
Sat Aug 19 20:07:43 IST 2017,bharti_wifi,10.194.12.0/24,2
Sat Aug 19 20:38:19 IST 2017,bharti_wifi,10.194.12.0/24,5
Sat Aug 19 21:08:46 IST 2017,bharti_wifi,10.194.12.0/24,4
Sat Aug 19 21:39:20 IST 2017,bharti_wifi,10.194.12.0/24,1
Sat Aug 19 22:09:55 IST 2017,bharti_wifi,10.194.12.0/24,4
Sat Aug 19 22:40:53 IST 2017,bharti_wifi,10.194.12.0/24,7
Sat Aug 19 23:12:06 IST 2017,bharti_wifi,10.194.12.0/24,6
Sat Aug 19 23:42:35 IST 2017,bharti_wifi,10.194.12.0/24,6
Sun Aug 20 00:13:07 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 00:43:43 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 01:14:23 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 01:45:26 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 02:16:00 IST 2017,bharti_wifi,10.194.12.0/24,2
Sun Aug 20 02:46:22 IST 2017,bharti_wifi,10.194.12.0/24,2
Sun Aug 20 03:17:03 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 03:47:33 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 04:18:11 IST 2017,bharti_wifi,10.194.12.0/24,2
Sun Aug 20 04:48:50 IST 2017,bharti_wifi,10.194.12.0/24,1
Sun Aug 20 05:21:01 IST 2017,bharti_wifi,10.194.12.0/24,0
Sun Aug 20 05:53:09 IST 2017,bharti_wifi,10.194.12.0/24,0
Sun Aug 20 06:25:08 IST 2017,bharti_wifi,10.194.12.0/24,0
Sun Aug 20 06:57:16 IST 2017,bharti_wifi,10.194.12.0/24,0
Sun Aug 20 07:29:20 IST 2017,bharti_wifi,10.194.12.0/24,0
Sun Aug 20 08:00:00 IST 2017,bharti_wifi,10.194.12.0/24,1
Sun Aug 20 08:30:42 IST 2017,bharti_wifi,10.194.12.0/24,2
Sun Aug 20 09:01:40 IST 2017,bharti_wifi,10.194.12.0/24,2
Sun Aug 20 09:32:06 IST 2017,bharti_wifi,10.194.12.0/24,5
Sun Aug 20 10:02:37 IST 2017,bharti_wifi,10.194.12.0/24,5
Sun Aug 20 10:33:05 IST 2017,bharti_wifi,10.194.12.0/24,5
Sun Aug 20 11:03:45 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 11:34:12 IST 2017,bharti_wifi,10.194.12.0/24,5
Sun Aug 20 12:04:40 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 12:35:09 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 13:05:39 IST 2017,bharti_wifi,10.194.12.0/24,3
Sun Aug 20 13:36:23 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 14:06:58 IST 2017,bharti_wifi,10.194.12.0/24,6
Sun Aug 20 14:37:40 IST 2017,bharti_wifi,10.194.12.0/24,10
Sun Aug 20 15:08:06 IST 2017,bharti_wifi,10.194.12.0/24,9
Sun Aug 20 15:38:44 IST 2017,bharti_wifi,10.194.12.0/24,13
Sun Aug 20 16:09:11 IST 2017,bharti_wifi,10.194.12.0/24,11
Sun Aug 20 16:39:56 IST 2017,bharti_wifi,10.194.12.0/24,10
Sun Aug 20 17:10:32 IST 2017,bharti_wifi,10.194.12.0/24,9
Sun Aug 20 17:41:21 IST 2017,bharti_wifi,10.194.12.0/24,10
Sun Aug 20 18:12:11 IST 2017,bharti_wifi,10.194.12.0/24,9
Sun Aug 20 18:42:49 IST 2017,bharti_wifi,10.194.12.0/24,10
Sun Aug 20 19:13:12 IST 2017,bharti_wifi,10.194.12.0/24,7
Sun Aug 20 19:43:45 IST 2017,bharti_wifi,10.194.12.0/24,4
Sun Aug 20 20:14:17 IST 2017,bharti_wifi,10.194.12.0/24,6
Sun Aug 20 20:44:58 IST 2017,bharti_wifi,10.194.12.0/24,8
Sun Aug 20 21:15:29 IST 2017,bharti_wifi,10.194.12.0/24,8
Sun Aug 20 21:46:03 IST 2017,bharti_wifi,10.194.12.0/24,6
Sun Aug 20 22:16:41 IST 2017,bharti_wifi,10.194.12.0/24,7
Sun Aug 20 22:47:48 IST 2017,bharti_wifi,10.194.12.0/24,9
Sun Aug 20 23:18:23 IST 2017,bharti_wifi,10.194.12.0/24,10
Sun Aug 20 23:48:52 IST 2017,bharti_wifi,10.194.12.0/24,11
Mon Aug 21 00:19:23 IST 2017,bharti_wifi,10.194.12.0/24,10
Mon Aug 21 00:50:18 IST 2017,bharti_wifi,10.194.12.0/24,8
Mon Aug 21 01:21:06 IST 2017,bharti_wifi,10.194.12.0/24,5
Mon Aug 21 01:51:45 IST 2017,bharti_wifi,10.194.12.0/24,5
Mon Aug 21 02:22:43 IST 2017,bharti_wifi,10.194.12.0/24,5
Mon Aug 21 02:53:49 IST 2017,bharti_wifi,10.194.12.0/24,2
Mon Aug 21 03:24:20 IST 2017,bharti_wifi,10.194.12.0/24,3
Mon Aug 21 03:54:51 IST 2017,bharti_wifi,10.194.12.0/24,2
Mon Aug 21 04:26:46 IST 2017,bharti_wifi,10.194.12.0/24,1
Mon Aug 21 04:58:18 IST 2017,bharti_wifi,10.194.12.0/24,1
Mon Aug 21 05:29:53 IST 2017,bharti_wifi,10.194.12.0/24,1
Mon Aug 21 06:02:14 IST 2017,bharti_wifi,10.194.12.0/24,1
Mon Aug 21 06:33:41 IST 2017,bharti_wifi,10.194.12.0/24,1
Mon Aug 21 07:04:21 IST 2017,bharti_wifi,10.194.12.0/24,2
Mon Aug 21 07:36:24 IST 2017,bharti_wifi,10.194.12.0/24,0
Mon Aug 21 08:06:59 IST 2017,bharti_wifi,10.194.12.0/24,10
Mon Aug 21 08:37:42 IST 2017,bharti_wifi,10.194.12.0/24,15
Mon Aug 21 09:08:25 IST 2017,bharti_wifi,10.194.12.0/24,14
Mon Aug 21 09:38:55 IST 2017,bharti_wifi,10.194.12.0/24,22
Mon Aug 21 10:10:16 IST 2017,bharti_wifi,10.194.12.0/24,25
Mon Aug 21 10:40:46 IST 2017,bharti_wifi,10.194.12.0/24,21
Mon Aug 21 11:11:24 IST 2017,bharti_wifi,10.194.12.0/24,21
Mon Aug 21 11:41:46 IST 2017,bharti_wifi,10.194.12.0/24,15
Mon Aug 21 12:12:19 IST 2017,bharti_wifi,10.194.12.0/24,16
Mon Aug 21 12:42:55 IST 2017,bharti_wifi,10.194.12.0/24,15
Mon Aug 21 13:13:36 IST 2017,bharti_wifi,10.194.12.0/24,13
Mon Aug 21 13:44:11 IST 2017,bharti_wifi,10.194.12.0/24,13
Mon Aug 21 14:14:51 IST 2017,bharti_wifi,10.194.12.0/24,24
Mon Aug 21 14:45:23 IST 2017,bharti_wifi,10.194.12.0/24,23
Mon Aug 21 15:15:49 IST 2017,bharti_wifi,10.194.12.0/24,22
Mon Aug 21 15:46:30 IST 2017,bharti_wifi,10.194.12.0/24,29
Mon Aug 21 16:17:30 IST 2017,bharti_wifi,10.194.12.0/24,31
Mon Aug 21 16:47:57 IST 2017,bharti_wifi,10.194.12.0/24,27
Mon Aug 21 17:18:26 IST 2017,bharti_wifi,10.194.12.0/24,28
Mon Aug 21 17:49:05 IST 2017,bharti_wifi,10.194.12.0/24,28
Mon Aug 21 18:19:39 IST 2017,bharti_wifi,10.194.12.0/24,16
Mon Aug 21 18:50:16 IST 2017,bharti_wifi,10.194.12.0/24,15
Mon Aug 21 19:21:52 IST 2017,bharti_wifi,10.194.12.0/24,9
Mon Aug 21 19:52:17 IST 2017,bharti_wifi,10.194.12.0/24,7
Mon Aug 21 20:22:44 IST 2017,bharti_wifi,10.194.12.0/24,5
